dor_code,municipality,fy,vote_date,result,yes_votes,no_votes,vote_type,department,description,amount,source_file,sha256
187,Millis,1992,1991-05-06,LOSS,679,935,Override,SCHOOL,Funding School Department Salaries,188045,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,1995,1994-05-02,WIN,885,865,Override,PUBLIC SAFETY,Purchase New Rescue Pumper,170000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,1995,1994-05-02,LOSS,385,1366,Override,SCHOOL,School Operating Budget,575000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,1995,1994-05-02,LOSS,625,1142,Override,SCHOOL,School Operating Budget,350000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,1996,1995-05-01,WIN,1043,988,Override,SCHOOL,School Department Operating Budget,171000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,2001,2000-05-01,WIN,464,463,Override,GENERAL OPERATING,General Operating Expenditures,379687,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,2007,2006-05-01,WIN,1200,1179,Override,GENERAL GOVERNMENT,General Operating Expenditures,1159139,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,2009,2008-05-05,WIN,543,475,Override,PUBLIC SAFETY,Funding Tree Firefighter/Emergency Medical Technician Positions,180000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,2012,2011-05-02,LOSS,908,965,Override,GENERAL GOVERNMENT,Purpose Of General Government Wages- All Departments,1125583,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
187,Millis,2025,2024-05-13,LOSS,1042,1050,Override,GENERAL OPERATING,Override,1400000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
188,Millville,2012,2011-06-21,LOSS,157,382,Override,SCHOOL,Funding Operational Expenses Of Blackstone-Millville Regional School District,100000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
188,Millville,2012,2011-06-21,LOSS,126,415,Override,GENERAL GOVERNMENT,Funding Operating Expenses Of The General Municipal Government,300000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
188,Millville,2013,2012-06-04,LOSS,258,267,Override,CULTURE AND RECREATION,Funding Operating Expenses For Library,30000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
188,Millville,2013,2012-06-04,WIN,361,166,Override,PUBLIC WORKS & FACILITIES,Funding Town Rubbish Collection And Recycling Services,141000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
188,Millville,2013,2012-06-04,LOSS,248,276,Override,CULTURE AND RECREATION,Funding Operating Salaries Of Senior Center,26000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
188,Millville,2019,2018-06-19,LOSS,339,589,Override,GENERAL GOVERNMENT,Operating Budget For The School And Other Depts,1000000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
188,Millville,2020,2019-04-01,LOSS,179,564,Override,GENERAL OPERATING,Funding Budget,880000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,1990,1989-04-01,WIN,4415,3024,Override,GENERAL OPERATING,General Operating Budget,596228,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,1991,1990-04-01,WIN,4112,3836,Override,GENERAL OPERATING,General Operating Budget,1977140,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,1996,1995-06-12,WIN,3152,3030,Override,SCHOOL,Addit. Teachers-Books-Educ. Services,1131219,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,1996,1995-06-12,WIN,3343,2852,Override,PUBLIC SAFETY,Hiring And Promoting New Fire Fighters,260000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,2002,2001-06-26,WIN,5119,2882,Override,GENERAL OPERATING,General Operating Budgets,721019,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,2002,2001-06-26,WIN,4237,3002,Override,GENERAL OPERATING,General Operating Budget,1423191,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,2007,2006-06-13,WIN,4768,3712,Override,GENERAL OPERATING,General Operating Expenditures,2411083,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,2010,2009-06-08,WIN,4546,3948,Override,GENERAL OPERATING,General Operating Expenditures,3420189,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,2018,2017-06-20,WIN,3484,2782,Override,GENERAL OPERATING,Funding For Many Departments,3137264,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
189,Milton,2026,2025-04-29,WIN,5564,3227,Override,GENERAL OPERATING,"Purposes Of Funding Municipal Government Operational Override Of The Town And Schools ($8,800,000)",8800000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1990,1989-07-01,LOSS,800,1262,Override,GENERAL OPERATING,Multiple,588460,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,959,1200,Override,PUBLIC SAFETY,Fire Dept Salary And Expenses,10772,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,564,1574,Override,GENERAL GOVERNMENT,Assessors Salary And Reval Expense,9511,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,866,1289,Override,PUBLIC SAFETY,Police Dept Salary And Expenses,92073,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,955,1190,Override,SCHOOL,Pathfinder Additional Assessment,35589,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,977,1183,Override,HEALTH AND HUMAN SERVICE,Council On Aging Salaries,6796,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,980,1188,Override,CULTURE AND RECREATION,Parks And Recreation Salaries And Expense,3522,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,1005,1164,Override,CULTURE AND RECREATION,Operate New Wing On Monson Library,38203,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,1031,1129,Override,GENERAL GOVERNMENT,Vets Agent Benefits,4000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,1045,1078,Override,SCHOOL,School Department Sports,376000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,1070,1073,Override,SCHOOL,School Salary And Expenses,451000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-08-01,WIN,1337,1141,Override,SCHOOL,Fund School Department Budget,451000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,841,1313,Override,PUBLIC WORKS & FACILITIES,Highway Salariues And Expenses,28062,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,731,1408,Override,GENERAL OPERATING,Maintain Currnt Level Of Services,4291,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,603,1529,Override,GENERAL GOVERNMENT,Clerks Salary And Expense,4433,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1991,1990-06-01,LOSS,594,1541,Override,GENERAL GOVERNMENT,Collectors Salary And Expense,6074,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,1995,1994-06-20,LOSS,358,697,Override,PUBLIC WORKS & FACILITIES,Funding. Res.Units Recycling-Programs,380000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,2008,2007-06-11,LOSS,434,1272,Override,SCHOOL,Operating Monson Public Schools At Current Levels,611472,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,2010,2009-04-06,LOSS,409,1115,Override,SCHOOL,Schools Operating Budget,404000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,2010,2009-04-06,LOSS,602,916,Override,GENERAL OPERATING,Funding Salaries And Expenses For Emergency Medical Technicians.,150000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
191,Monson,2012,2011-04-04,WIN,466,328,Override,PUBLIC SAFETY,"Funding Salaries, Equipment And Associated Expenses For Emergency Medical Technicians",103242,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
192,Montague,1994,1993-06-29,WIN,524,230,Override,PUBLIC WORKS & FACILITIES,Trash Disposal,76190,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
192,Montague,2004,2003-08-04,LOSS,557,99910,Override,SCHOOL,Appropriation For Gill-Montague Regional School Assessment,326058,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
192,Montague,2007,2006-06-06,LOSS,576,812,Override,SCHOOL,Appropriation For Gill-Montague Reg. Sch. System Assessment,600000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
192,Montague,2009,2008-06-16,LOSS,440,766,Override,GENERAL OPERATING,Maintenance Of The Towns Departments,150000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
193,Monterey,1991,1990-04-05,WIN,129,73,Override,GENERAL OPERATING,General Operating Expenditures,65000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
193,Monterey,2007,2006-05-06,WIN,152,144,Override,GENERAL OPERATING,Operating Budgets Of The Town,300000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
193,Monterey,2017,2016-05-10,WIN,133,70,Override,GENERAL OPERATING,To Fund The General Operating Expenses,500000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
193,Monterey,2026,2025-05-06,WIN,136,51,Override,PUBLIC SAFETY,Funding A Full-Time Positions In The Fire Department,1100000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
194,Montgomery,1990,1989-05-01,LOSS,63,118,Override,GENERAL OPERATING,General Operating Budget,24000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
194,Montgomery,1990,1989-07-01,LOSS,102,115,Override,GENERAL OPERATING,Operating Budget,12000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
194,Montgomery,1990,1989-05-01,LOSS,75,107,Override,GENERAL OPERATING,General Operating Budget,12000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
194,Montgomery,1991,1990-05-01,LOSS,83,88,Override,SCHOOL,Fund Gateway Regional School Dist. Asses.,20000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
194,Montgomery,2011,2010-05-03,LOSS,30,62,Override,SCHOOL,Regional And Vocational Education Budgets,47524.26,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
195,Mount Washington,1991,1990-05-01,LOSS,25,33,Override,PUBLIC WORKS & FACILITIES,Road Improvements,30000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
195,Mount Washington,1991,1990-05-01,LOSS,28,31,Override,GENERAL OPERATING,General Operating Expenses,35000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
195,Mount Washington,1991,1990-05-01,WIN,32,26,Override,FUNDS,Fund Stabilization Accountant,3000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
195,Mount Washington,1991,1990-06-06,WIN,35,4,Override,GENERAL OPERATING,Towns Operating Expenses,7015,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
195,Mount Washington,1991,1990-10-01,WIN,37,7,Override,GENERAL OPERATING,General Operating Expenses,14074,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
195,Mount Washington,1993,1992-05-12,WIN,37,16,Override,GENERAL OPERATING,Purpose Of Operating Expenses,26691,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
195,Mount Washington,2004,2003-03-20,WIN,27,3,Override,GENERAL OPERATING,Fund Operating Budget For Fy2004,100000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
196,Nahant,1997,1996-08-10,LOSS,483,700,Override,PUBLIC SAFETY,Salary/Expense-Amb.Services-Fire Dept.,123925,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
196,Nahant,1997,1996-08-10,LOSS,500,662,Override,PUBLIC SAFETY,Salary/Expense Amb. Services-Fire Dept.,42672,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
196,Nahant,1997,1996-08-10,LOSS,510,630,Override,PUBLIC SAFETY,Salary/Expense Amb Service- Police Dept.,44520,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
196,Nahant,1999,1998-06-11,WIN,472,438,Override,GENERAL OPERATING,General Operating Budget,224469,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
196,Nahant,2002,2001-06-23,WIN,401,366,Override,SCHOOL,School Department Wages,104019,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
196,Nahant,2012,2011-04-30,LOSS,365,417,Override,GENERAL OPERATING,Fund Operating Budgets For School Land Town Departments,260000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
196,Nahant,2012,2011-06-25,LOSS,590,979,Override,GENERAL OPERATING,Fund Operating Budgets For The School And Town Departments,260000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
196,Nahant,2020,2019-05-13,WIN,786,479,Override,GENERAL OPERATING,"Fund Stabilization, Post Employment Benefits, Storm Damage Repair And Public Schools",600000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,273,1030,Override,FUNDS,Stabilization Fund,150000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,248,1054,Override,PUBLIC SAFETY,Police Officer Detail Account,5000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,232,1076,Override,GENERAL GOVERNMENT,Summer Shuttle,105000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,192,1112,Override,PUBLIC SAFETY,Traffic Strategy,15000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,181,1129,Override,PUBLIC SAFETY,Move Police Department,10000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-04-01,WIN,1173,1092,Override,PUBLIC WORKS & FACILITIES,Landfill Costs,250000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-04-01,WIN,1147,1109,Override,PUBLIC WORKS & FACILITIES,Solid Waste Composting Facility,1000000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,517,790,Override,GENERAL GOVERNMENT,Handicap Commissionn,5750,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,510,786,Override,PUBLIC SAFETY,Clean Ocean Water Into Harbor,500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,451,852,Override,CULTURE AND RECREATION,Eel Grass Cultivation,2000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,444,859,Override,PUBLIC WORKS & FACILITIES,Sediment Testing,10000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,438,863,Override,PUBLIC WORKS & FACILITIES,Solid Waste,155000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,379,918,Override,GENERAL GOVERNMENT,Demolition Of Structures,10000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,358,947,Override,FUNDS,Conservation Fund,20000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,316,993,Override,FUNDS,Retirement Fund,522637,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,315,988,Override,PUBLIC SAFETY,Harbor Patrol,12000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1990,1989-06-01,LOSS,291,1012,Override,PUBLIC WORKS & FACILITIES,Repair Madaket Road,200000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1991,1990-04-01,LOSS,1326,1436,Override,PUBLIC SAFETY,Fund Study Of Nantucket Harbors,150000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1991,1990-04-01,WIN,1482,1315,Override,HEALTH AND HUMAN SERVICE,Fund Program Of Family & Children Serv,50000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1991,1990-04-01,LOSS,1269,1537,Override,GENERAL GOVERNMENT,Projects Re:Great Ponds/Bathouses/P.R.,30000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1991,1990-04-01,WIN,1495,1367,Override,GENERAL OPERATING,General Operating Budget,900000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1992,1991-06-11,LOSS,680,1138,Override,SCHOOL,Addit.Monies For School Department,262672,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1992,1991-04-09,LOSS,959,1471,Override,GENERAL OPERATING,General Operating Budget,495000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,1999,1998-05-26,WIN,763,281,Override,PUBLIC WORKS & FACILITIES,Equip Town Landfill-Recycle Facility,1900000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,2004,2003-06-03,WIN,666,639,Override,GENERAL OPERATING,Funding Salary Of A Full Time Clerical Position,29811,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,2004,2003-06-03,LOSS,571,714,Override,GENERAL GOVERNMENT,Taxes Depositied In The Stabilization Fund,747000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,2004,2003-06-03,WIN,778,527,Override,GENERAL GOVERNMENT,Funding Repairs To Various Public Buildings,253000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,2006,2005-06-07,WIN,600,322,Override,GENERAL OPERATING,General Operating Expenditures,495000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,2007,2006-06-06,WIN,499,404,Override,GENERAL OPERATING,"Supporting The Offices, Departments, Boards And Commissions",1500000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,2007,2006-06-06,WIN,483,412,Override,PUBLIC WORKS & FACILITIES,Supporting The Solid Waste Enterprise Fund,686588,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
197,Nantucket,2012,2011-06-14,WIN,776,586,Override,GENERAL OPERATING,Mosquito Control Program,100000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
